Date;china_close;china_return;china_op
22-06-2017;3147.452881;-0.278289567;0
23-06-2017;3157.873047;0.32997419;1
26-06-2017;3185.444092;0.865532221;1
27-06-2017;3191.197021;0.180274955;1
28-06-2017;3173.200928;-0.567127434;0
29-06-2017;3188.062988;0.466178368;1
30-06-2017;3192.427002;0.136698944;1
03-07-2017;3195.912109;0.1090489;1
04-07-2017;3182.803955;-0.411842959;0
05-07-2017;3207.134033;0.758623673;1
06-07-2017;3212.444092;0.165296542;1
07-07-2017;3217.957031;0.171317981;1
10-07-2017;3212.63208;-0.165750415;0
11-07-2017;3203.038086;-0.29952794;0
12-07-2017;3197.543945;-0.171823784;0
13-07-2017;3218.163086;0.640711501;1
14-07-2017;3222.416992;0.132009793;1
17-07-2017;3176.465088;-1.44663652;0
18-07-2017;3187.566895;0.348284675;1
19-07-2017;3230.976074;1.343531428;1
20-07-2017;3244.86499;0.428027546;1
21-07-2017;3237.981934;-0.212572403;0
24-07-2017;3250.599121;0.388149585;1
25-07-2017;3243.688965;-0.213033866;0
26-07-2017;3247.675049;0.12273654;1
27-07-2017;3249.781006;0.064803044;1
28-07-2017;3253.23999;0.10632428;1
31-07-2017;3273.028076;0.604580393;1
01-08-2017;3292.637939;0.595566939;1
02-08-2017;3285.056885;-0.230773903;0
03-08-2017;3272.928955;-0.370552804;0
04-08-2017;3262.081055;-0.332545385;0
07-08-2017;3279.457031;0.529843076;1
08-08-2017;3281.873047;0.073616985;1
09-08-2017;3275.572998;-0.192334257;0
10-08-2017;3261.749023;-0.423820929;0
11-08-2017;3208.541016;-1.65832404;0
14-08-2017;3237.360107;0.890203439;1
15-08-2017;3251.261963;0.427583386;1
16-08-2017;3246.450928;-0.148193677;0
17-08-2017;3268.429932;0.672463674;1
18-08-2017;3268.724121;0.009000117;1
21-08-2017;3286.906006;0.553161087;1
22-08-2017;3290.226074;0.100906987;1
23-08-2017;3287.705078;-0.076679506;0
24-08-2017;3271.511963;-0.494973431;0
25-08-2017;3331.521973;1.80127913;1
28-08-2017;3362.650879;0.925725183;1
29-08-2017;3365.226074;0.076523685;1
30-08-2017;3363.626953;-0.047541568;0
31-08-2017;3360.810059;-0.083815924;0
01-09-2017;3367.118896;0.18736603;1
04-09-2017;3379.835938;0.37626211;1
05-09-2017;3384.316895;0.132403588;1
06-09-2017;3385.388916;0.031666111;1
07-09-2017;3365.49707;-0.591052245;0
08-09-2017;3365.24292;-0.007552204;0
11-09-2017;3376.418945;0.331002319;1
12-09-2017;3379.488037;0.090815294;1
13-09-2017;3384.146973;0.137669434;1
14-09-2017;3371.426025;-0.377316539;0
15-09-2017;3353.618896;-0.530982486;0
18-09-2017;3362.858887;0.274765945;1
19-09-2017;3356.844971;-0.17915382;0
20-09-2017;3365.996094;0.271869686;1
21-09-2017;3357.812012;-0.243732585;0
22-09-2017;3352.529053;-0.157581304;0
25-09-2017;3341.549072;-0.328589548;0
26-09-2017;3343.583008;0.060831031;1
27-09-2017;3345.271973;0.050488122;1
28-09-2017;3339.64209;-0.168577436;0
29-09-2017;3348.943115;0.277730158;1
09-10-2017;3374.37793;0.75376308;1
10-10-2017;3382.988037;0.254511896;1
11-10-2017;3388.283936;0.156300331;1
12-10-2017;3386.100098;-0.064494195;0
13-10-2017;3390.522949;0.130447458;1
16-10-2017;3378.469971;-0.356758477;0
17-10-2017;3372.041016;-0.190654709;0
18-10-2017;3381.793945;0.288395129;1
19-10-2017;3370.172119;-0.344843693;0
20-10-2017;3378.647949;0.250864551;1
23-10-2017;3380.698975;0.060668696;1
24-10-2017;3388.248047;0.222801634;1
25-10-2017;3396.897949;0.254641209;1
26-10-2017;3407.566895;0.313095717;1
27-10-2017;3416.812012;0.27057728;1
30-10-2017;3390.336914;-0.780898733;0
31-10-2017;3393.342041;0.088559508;1
01-11-2017;3395.913086;0.075709977;1
02-11-2017;3383.310059;-0.372505824;0
03-11-2017;3371.743896;-0.343032074;0
06-11-2017;3388.174072;0.484927151;1
07-11-2017;3413.574951;0.744113704;1
08-11-2017;3415.459961;0.055190517;1
09-11-2017;3427.794922;0.359851195;1
10-11-2017;3432.673096;0.142110066;1
13-11-2017;3447.835938;0.439778524;1
14-11-2017;3429.548096;-0.533243491;0
15-11-2017;3402.524902;-0.794210029;0
16-11-2017;3399.25;-0.096341899;0
17-11-2017;3382.907959;-0.483076726;0
20-11-2017;3392.398926;0.279771548;1
21-11-2017;3410.498047;0.530688502;1
22-11-2017;3430.464111;0.582022238;1
23-11-2017;3352.989014;-2.310627821;0
24-11-2017;3353.821045;0.024808449;1
27-11-2017;3322.22998;-0.950899402;0
28-11-2017;3333.656982;0.342776778;1
29-11-2017;3337.862061;0.12598121;1
30-11-2017;3317.187988;-0.623240922;0
01-12-2017;3317.616943;0.012929612;1
04-12-2017;3309.61792;-0.241690225;0
05-12-2017;3303.675049;-0.179886669;0
06-12-2017;3293.965088;-0.294780325;0
07-12-2017;3272.053955;-0.669644612;0
08-12-2017;3289.991943;0.545228934;1
11-12-2017;3322.196045;0.969361879;1
12-12-2017;3280.813965;-1.261335767;0
13-12-2017;3303.037109;0.672809395;1
14-12-2017;3292.438965;-0.321893408;0
15-12-2017;3266.136963;-0.805293908;0
18-12-2017;3267.922119;0.054626638;1
19-12-2017;3296.538086;0.868061168;1
20-12-2017;3287.605957;-0.271690985;0
21-12-2017;3300.059082;0.377360668;1
22-12-2017;3297.062988;-0.090871603;0
25-12-2017;3280.839111;-0.494503889;0
26-12-2017;3306.125;0.764819509;1
27-12-2017;3275.782959;-0.926253094;0
28-12-2017;3296.38501;0.624989221;1
29-12-2017;3307.172119;0.326173196;1
02-01-2018;3348.325928;1.229086113;1
03-01-2018;3369.10791;0.61683931;1
04-01-2018;3385.709961;0.490356563;1
05-01-2018;3391.75;0.178080313;1
08-01-2018;3409.47998;0.520020065;1
09-01-2018;3413.899902;0.129468412;1
10-01-2018;3421.833984;0.231866363;1
11-01-2018;3425.344971;0.102500245;1
12-01-2018;3428.940918;0.104870486;1
15-01-2018;3410.488037;-0.541062769;0
16-01-2018;3436.593994;0.759646238;1
17-01-2018;3444.670898;0.234475346;1
18-01-2018;3474.753906;0.865759384;1
19-01-2018;3487.864014;0.375877842;1
22-01-2018;3501.362061;0.385508461;1
23-01-2018;3546.504883;1.272881992;1
24-01-2018;3559.465088;0.364105411;1
25-01-2018;3548.306885;-0.314465557;0
26-01-2018;3558.128906;0.276044552;1
29-01-2018;3523.000977;-0.997102448;0
30-01-2018;3488.009033;-1.003206806;0
31-01-2018;3480.833008;-0.206158267;0
01-02-2018;3446.97998;-0.982106893;0
02-02-2018;3462.081055;0.436184906;1
05-02-2018;3487.49707;0.728775236;1
06-02-2018;3370.6521;-3.466539012;0
07-02-2018;3309.26001;-1.855160665;0
08-02-2018;3262.050049;-1.447248212;0
09-02-2018;3129.851074;-4.223810395;0
12-02-2018;3154.125;0.769593025;1
13-02-2018;3184.958984;0.968112436;1
14-02-2018;3199.158936;0.443865162;1
22-02-2018;3268.559082;2.123264235;1
23-02-2018;3289.023926;0.622216331;1
26-02-2018;3329.573975;1.217874999;1
27-02-2018;3292.068115;-1.139279586;0
28-02-2018;3259.407959;-1.002027252;0
01-03-2018;3273.754883;0.438240629;1
02-03-2018;3254.528076;-0.590770967;0
05-03-2018;3256.926025;0.073626143;1
06-03-2018;3289.64209;0.994517461;1
07-03-2018;3271.667969;-0.549387076;0
08-03-2018;3288.406006;0.509001534;1
09-03-2018;3307.166016;0.56725335;1
12-03-2018;3326.698975;0.587157394;1
13-03-2018;3310.239014;-0.497243883;0
14-03-2018;3291.38208;-0.572918414;0
15-03-2018;3291.112061;-0.008204491;0
16-03-2018;3269.88208;-0.649258306;0
19-03-2018;3279.251953;0.285732025;1
20-03-2018;3290.639893;0.346070684;1
21-03-2018;3280.951904;-0.295279824;0
22-03-2018;3263.47998;-0.535377085;0
23-03-2018;3152.760986;-3.511810584;0
26-03-2018;3133.721924;-0.60755429;0
27-03-2018;3166.648926;1.039805888;1
28-03-2018;3122.290039;-1.420716412;0
29-03-2018;3160.531006;1.209953863;1
30-03-2018;3168.896973;0.264002493;1
02-04-2018;3163.178955;-0.180768084;0
03-04-2018;3136.633057;-0.84631825;0
04-04-2018;3131.111084;-0.176358259;0
09-04-2018;3138.293945;0.228877891;1
10-04-2018;3190.322021;1.630809544;1
11-04-2018;3208.082031;0.553602116;1
12-04-2018;3180.157959;-0.878071856;0
13-04-2018;3159.052002;-0.668110464;0
16-04-2018;3110.648926;-1.556044322;0
17-04-2018;3066.797119;-1.429889402;0
18-04-2018;3091.398926;0.795814697;1
19-04-2018;3117.375977;0.83329862;1
20-04-2018;3071.542969;-1.492181892;0
23-04-2018;3068.011963;-0.115091011;0
24-04-2018;3128.927002;1.946834776;1
25-04-2018;3117.974121;-0.351281973;0
26-04-2018;3075.030029;-1.396542199;0
27-04-2018;3082.231934;0.233658763;1
02-05-2018;3081.177002;-0.034237955;0
03-05-2018;3100.858887;0.634723659;1
04-05-2018;3091.032959;-0.317884931;0
07-05-2018;3136.64502;1.454167134;1
08-05-2018;3161.498047;0.786115526;1
09-05-2018;3159.149902;-0.074328382;0
10-05-2018;3174.413086;0.480819086;1
11-05-2018;3163.262939;-0.352488782;0
14-05-2018;3174.031982;0.339285901;1
15-05-2018;3192.11792;0.566581137;1
16-05-2018;3169.564941;-0.711548096;0
17-05-2018;3154.282959;-0.484483548;0
18-05-2018;3193.302979;1.221932909;1
21-05-2018;3213.840088;0.639020873;1
22-05-2018;3214.350098;0.01586666;1
23-05-2018;3168.964111;-1.432202619;0
24-05-2018;3154.650879;-0.453718416;0
25-05-2018;3141.302979;-0.424916033;0
28-05-2018;3135.082031;-0.198430151;0
29-05-2018;3120.460938;-0.468555553;0
30-05-2018;3041.443115;-2.598037182;0
31-05-2018;3095.474121;1.745484016;1
01-06-2018;3075.136963;-0.661341535;0
04-06-2018;3091.190918;0.519345308;1
05-06-2018;3114.206055;0.739037064;1
06-06-2018;3115.179932;0.031262303;1
07-06-2018;3109.499023;-0.182695314;0
08-06-2018;3067.147949;-1.380796581;0
11-06-2018;3052.782959;-0.470553924;0
12-06-2018;3079.802002;0.877298053;1
13-06-2018;3049.797119;-0.983832099;0
14-06-2018;3044.159912;-0.185181041;0
15-06-2018;3021.900879;-0.736590441;0
19-06-2018;2907.822021;-3.923171954;0
20-06-2018;2915.730957;0.271250541;1
21-06-2018;2875.810059;-1.388161846;0
22-06-2018;2889.76001;0.482737354;1
25-06-2018;2859.335938;-1.064025797;0
26-06-2018;2844.508057;-0.521281034;0
27-06-2018;2813.177979;-1.113689864;0
28-06-2018;2786.896973;-0.943020365;0
29-06-2018;2847.417969;2.125469343;1
02-07-2018;2775.556885;-2.58906904;0
03-07-2018;2786.887939;0.406584486;1
04-07-2018;2759.125977;-1.006186823;0
05-07-2018;2733.88208;-0.92337183;0
06-07-2018;2747.229004;0.485832232;1
09-07-2018;2815.110107;2.411312539;1
10-07-2018;2827.625;0.442593802;1
11-07-2018;2777.770996;-1.794748526;0
12-07-2018;2837.658936;2.110469981;1
13-07-2018;2831.184082;-0.22869774;0
16-07-2018;2814.041992;-0.609162552;0
17-07-2018;2798.125977;-0.568809808;0
18-07-2018;2787.25708;-0.38994957;0
19-07-2018;2772.544922;-0.530637317;0
20-07-2018;2829.270996;2.004971389;1
23-07-2018;2859.541992;1.05859596;1
24-07-2018;2905.562012;1.583859502;1
25-07-2018;2903.646973;-0.065952887;0
26-07-2018;2882.225098;-0.743240874;0
27-07-2018;2873.593994;-0.300359202;0
30-07-2018;2869.050049;-0.158378032;0
31-07-2018;2876.400879;0.25555652;1
01-08-2018;2824.533936;-1.836300932;0
02-08-2018;2768.023926;-2.041528958;0
03-08-2018;2740.443115;-1.00643618;0
06-08-2018;2705.156982;-1.304402415;0
07-08-2018;2779.374023;2.670279005;1
08-08-2018;2744.070068;-1.286554429;0
09-08-2018;2794.38208;1.800470035;1
10-08-2018;2795.310059;0.033197713;1
13-08-2018;2785.87207;-0.338780416;0
14-08-2018;2780.965088;-0.176448889;0
15-08-2018;2723.258057;-2.119043799;0
16-08-2018;2705.191895;-0.667832919;0
17-08-2018;2668.966064;-1.357298299;0
20-08-2018;2698.466064;1.093213674;1
21-08-2018;2733.825928;1.293420464;1
22-08-2018;2714.60791;-0.707948206;0
23-08-2018;2724.624023;0.367614501;1
24-08-2018;2729.430908;0.176113086;1
27-08-2018;2780.898926;1.850769099;1
28-08-2018;2777.980957;-0.105039201;0
29-08-2018;2769.294922;-0.313655109;0
30-08-2018;2737.737061;-1.152698754;0
31-08-2018;2725.25;-0.458198734;0
03-09-2018;2720.733887;-0.165988781;0
04-09-2018;2750.580078;1.085087151;1
05-09-2018;2704.336914;-1.709963125;0
06-09-2018;2691.593018;-0.473470392;0
07-09-2018;2702.301025;0.396255151;1
10-09-2018;2669.485107;-1.229297662;0
11-09-2018;2664.800049;-0.175812741;0
12-09-2018;2656.110107;-0.327167988;0
13-09-2018;2686.577881;1.134073731;1
14-09-2018;2681.643066;-0.184022067;0
17-09-2018;2651.789063;-1.125806099;0
18-09-2018;2699.949951;1.783769658;1
19-09-2018;2730.850098;1.131521171;1
20-09-2018;2729.243896;-0.058851538;0
21-09-2018;2797.485107;2.439377097;1
25-09-2018;2781.138916;-0.587751691;0
26-09-2018;2806.812988;0.914705472;1
27-09-2018;2791.774902;-0.538656823;0
28-09-2018;2821.350098;1.048263951;1
08-10-2018;2716.51001;-3.859366894;0
09-10-2018;2721.012939;0.165487232;1
10-10-2018;2725.836914;0.176972253;1
11-10-2018;2583.458008;-5.511175547;0
12-10-2018;2606.913086;0.899726122;1
15-10-2018;2568.0979;-1.511437161;0
16-10-2018;2546.330078;-0.854870395;0
17-10-2018;2561.614014;0.596652576;1
18-10-2018;2486.418945;-3.024231663;0
19-10-2018;2550.465088;2.511155448;1
22-10-2018;2654.875977;3.932797234;1
23-10-2018;2594.825928;-2.314222636;0
24-10-2018;2603.294922;0.32531827;1
25-10-2018;2603.800049;0.019399608;1
26-10-2018;2598.846924;-0.190589332;0
29-10-2018;2542.103027;-2.232163543;0
30-10-2018;2568.048096;1.01030308;1
31-10-2018;2602.782959;1.334527832;1
01-11-2018;2606.237061;0.13253215;1
02-11-2018;2676.476074;2.624309393;1
05-11-2018;2665.430908;-0.414385755;0
06-11-2018;2659.355957;-0.228436926;0
07-11-2018;2641.342041;-0.68199861;0
08-11-2018;2635.63208;-0.216644844;0
09-11-2018;2598.87207;-1.414460158;0
12-11-2018;2630.52002;1.203106221;1
13-11-2018;2654.879883;0.917550476;1
14-11-2018;2632.24292;-0.859987611;0
15-11-2018;2668.169922;1.346503523;1
16-11-2018;2679.110107;0.408351451;1
19-11-2018;2703.511963;0.90259841;1
20-11-2018;2645.85498;-2.179143734;0
21-11-2018;2651.504883;0.213082881;1
22-11-2018;2645.434082;-0.229482225;0
23-11-2018;2579.48291;-2.556759409;0
26-11-2018;2575.810059;-0.142590133;0
27-11-2018;2574.678955;-0.043931846;0
28-11-2018;2601.737061;1.040001559;1
29-11-2018;2567.443115;-1.335723693;0
30-11-2018;2588.187988;0.801521107;1
03-12-2018;2654.798096;2.509046097;1
04-12-2018;2665.958008;0.418607944;1
05-12-2018;2649.804932;-0.60959491;0
06-12-2018;2605.180908;-1.712895403;0
07-12-2018;2605.887939;0.027132057;1
10-12-2018;2584.582031;-0.824346364;0
11-12-2018;2594.087891;0.366443251;1
12-12-2018;2602.153076;0.309942758;1
13-12-2018;2634.049072;1.210911229;1
14-12-2018;2593.740967;-1.554052834;0
17-12-2018;2597.974121;0.162940576;1
18-12-2018;2576.649902;-0.827594738;0
19-12-2018;2549.562988;-1.062413995;0
20-12-2018;2536.268066;-0.524192304;0
21-12-2018;2516.250977;-0.795512418;0
24-12-2018;2527.00708;0.425645938;1
25-12-2018;2504.819092;-0.885811996;0
26-12-2018;2498.293945;-0.261184118;0
27-12-2018;2483.085938;-0.612463982;0
28-12-2018;2493.895996;0.433460658;1
02-01-2019;2465.291016;-1.160308451;0
03-01-2019;2464.363037;-0.037655937;0
04-01-2019;2514.86792;2.008251909;1
07-01-2019;2533.089111;0.719326885;1
08-01-2019;2526.461914;-0.262311376;0
09-01-2019;2544.344971;0.702855045;1
10-01-2019;2535.099121;-0.36471355;0
11-01-2019;2553.831055;0.73348368;1
14-01-2019;2535.764893;-0.712454142;0
15-01-2019;2570.344971;1.345347741;1
16-01-2019;2570.422119;0.003001375;1
17-01-2019;2559.636963;-0.421354909;0
18-01-2019;2596.006104;1.400965157;1
21-01-2019;2610.509033;0.555559426;1
22-01-2019;2579.704102;-1.194126527;0
23-01-2019;2581.003906;0.050360404;1
24-01-2019;2591.694092;0.412478696;1
25-01-2019;2601.7229;0.385467953;1
28-01-2019;2596.977051;-0.182745127;0
29-01-2019;2594.253906;-0.10496833;0
30-01-2019;2575.575928;-0.725196171;0
31-01-2019;2584.572021;0.348068962;1
01-02-2019;2618.231934;1.285597069;1
11-02-2019;2653.895996;1.343837967;1
12-02-2019;2671.894043;0.673606315;1
13-02-2019;2721.068115;1.807160641;1
14-02-2019;2719.699951;-0.050305696;0
15-02-2019;2682.38501;-1.391110555;0
18-02-2019;2754.356934;2.61302096;1
19-02-2019;2755.645996;0.04677894;1
20-02-2019;2761.218994;0.201831076;1
21-02-2019;2751.801025;-0.342247456;0
22-02-2019;2804.226074;1.869501517;1
25-02-2019;2961.282959;5.303677061;1
26-02-2019;2941.516113;-0.671995163;0
27-02-2019;2953.823975;0.41667554;1
28-02-2019;2940.954102;-0.437608768;0
01-03-2019;2994.004883;1.771900283;1
04-03-2019;3027.575928;1.108842381;1
05-03-2019;3054.24707;0.87324769;1
06-03-2019;3102.099121;1.542570019;1
07-03-2019;3106.417969;0.139029842;1
08-03-2019;2969.861084;-4.598089983;0
11-03-2019;3026.99292;1.887412277;1
12-03-2019;3060.306885;1.088582494;1
13-03-2019;3026.950928;-1.101965568;0
14-03-2019;2990.685059;-1.212627484;0
15-03-2019;3021.750977;1.028076709;1
18-03-2019;3096.417969;2.411399002;1
19-03-2019;3090.975098;-0.176089125;0
20-03-2019;3090.639893;-0.010845812;0
21-03-2019;3101.455078;0.348713256;1
22-03-2019;3104.148926;0.086782177;1
25-03-2019;3043.031006;-2.008455381;0
26-03-2019;2997.094971;-1.532685332;0
27-03-2019;3022.719971;0.847746409;1
28-03-2019;2994.943115;-0.92745855;0
29-03-2019;3090.758057;3.100046663;1
01-04-2019;3170.361084;2.510850496;1
02-04-2019;3176.822998;0.203408059;1
03-04-2019;3216.294922;1.227248277;1
04-04-2019;3246.571045;0.932556922;1
08-04-2019;3244.810059;-0.05427085;0
09-04-2019;3239.664063;-0.158843507;0
10-04-2019;3241.929932;0.069892596;1
11-04-2019;3189.961914;-1.629110924;0
12-04-2019;3188.625977;-0.041896949;0
15-04-2019;3177.787109;-0.341082257;0
16-04-2019;3253.5979;2.330060239;1
17-04-2019;3263.11792;0.291746122;1
18-04-2019;3250.200928;-0.397421338;0
19-04-2019;3270.797119;0.629699436;1
22-04-2019;3215.042969;-1.734165003;0
23-04-2019;3198.593994;-0.514256421;0
24-04-2019;3201.614014;0.094328048;1
25-04-2019;3123.825928;-2.490154311;0
26-04-2019;3086.398926;-1.212643048;0
06-05-2019;2906.464111;-6.190849366;0
07-05-2019;2926.391113;0.680941174;1
08-05-2019;2893.75708;-1.127739202;0
09-05-2019;2850.954102;-1.501356264;0
10-05-2019;2939.210938;3.002739098;1
13-05-2019;2903.712891;-1.222505404;0
14-05-2019;2883.611084;-0.697105345;0
15-05-2019;2938.677979;1.873866255;1
16-05-2019;2955.710938;0.576272828;1
17-05-2019;2882.295898;-2.547102817;0
20-05-2019;2870.60498;-0.40726321;0
21-05-2019;2905.968994;1.216943955;1
22-05-2019;2891.705078;-0.493270082;0
23-05-2019;2852.514893;-1.373881872;0
24-05-2019;2852.995117;0.016832276;1
27-05-2019;2892.37793;1.361606745;1
28-05-2019;2909.910889;0.602525633;1
29-05-2019;2914.696045;0.164173414;1
30-05-2019;2905.804932;-0.305977628;0
31-05-2019;2898.696045;-0.245244306;0
03-06-2019;2890.081055;-0.298088179;0
04-06-2019;2862.280029;-0.971289522;0
05-06-2019;2861.417969;-0.030127021;0
06-06-2019;2827.798096;-1.188906416;0
10-06-2019;2852.129883;0.85310936;1
11-06-2019;2925.716064;2.515151142;1
12-06-2019;2909.379883;-0.561500445;0
13-06-2019;2910.740967;0.046760739;1
